id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,number_of_reviews_ltm,name_processed,assumed_gender,total_of_host_listings_count
50549818,275634850,Capitol Hill,Montlake,47.64055,-122.30856,Private room,85,2,73,3.44,299,47,quiet spaciou one bedroom daylight basement,male,1
50561357,408512841,Downtown,Belltown,47.61416,-122.34956,Entire home/apt,118,2,125,5.9,70,77,absolut stun industrialch one bdrm condo,female,1
50566708,111812937,Downtown,Belltown,47.6137,-122.34893,Entire home/apt,181,2,41,1.97,326,26,prime 1brashington state convcent 6thfloor,male,21
50574117,6179105,Delridge,South Delridge,47.52616,-122.35909,Entire home/apt,73,2,74,3.52,316,46,entir twobedroom apart inest seattl,male,2
50577608,66647347,Other neighborhoods,North Beach/Blue Ridge,47.69328,-122.39,Entire home/apt,151,2,20,1.06,254,11,cheer home 2 bd1 ba near golden garden beach,female,1
50589110,401989179,Queen Anne,North Queen Anne,47.65057,-122.37337,Entire home/apt,198,2,62,2.96,133,36,westview piazza top unit queen ann hill,male,2
50591033,111812937,Downtown,Pike-Market,47.60837,-122.33992,Entire home/apt,251,6,13,0.81,280,9,downtown 2br oceanviewashington state convcent,male,21
50592040,13700897,West Seattle,North Admiral,47.5716,-122.39852,Entire home/apt,130,2,40,1.96,305,25,quiet sereneest seattl apart,female,1
50595729,18887656,Other neighborhoods,Bryant,47.67816,-122.28617,Entire home/apt,140,2,39,1.87,40,16,lightfil motherinlaw apart ne seattl,female,1
50600280,3074414,University District,University District,47.6568,-122.3163,Entire home/apt,101,1,24,1.13,137,13,8 step uw bright corner 2nd floor,female,91
50600990,78739455,Ballard,Sunset Hill,47.67655,-122.40505,Entire home/apt,165,2,27,1.93,164,24,pear tree cottag charm ballard,male,1
50601476,65410799,Cascade,Westlake,47.63548,-122.34263,Entire home/apt,169,6,25,1.41,123,19,free secur park lake citi view,female,1
50614774,5961811,Other neighborhoods,Ravenna,47.67892,-122.30516,Entire home/apt,105,2,61,3.08,26,32,ravenna garden suit,male,2
50624005,198460829,Cascade,Westlake,47.63531,-122.34288,Entire home/apt,136,1,58,2.95,252,37,privat suit 1b1bkitchenett fastifi free pk,male,1
50643345,36677345,Ballard,Whittier Heights,47.67844,-122.37241,Entire home/apt,300,1,17,1.0,75,9,ballard beauti,male,1
50657065,33987530,Delridge,Riverview,47.53548,-122.35204,Entire home/apt,202,2,64,3.39,120,56,plan sea est seattl bungalowith hot tub,female,1
50658154,1999339,Other neighborhoods,Green Lake,47.67584,-122.32377,Entire home/apt,103,3,2,0.11,360,0,selfcontain studiocottag zen garden,male,2
50658555,5137566,Ballard,Whittier Heights,47.68404,-122.36944,Entire home/apt,176,2,72,3.64,290,42,peach street farm bunni garden playroom ac,male,1
50663827,20329893,Ballard,Whittier Heights,47.68652,-122.37316,Entire home/apt,284,2,22,1.07,13,7,urban haventrendi ballard getaway famili pet friendly7 mile downtown attract quaintalk neighborhood,female,2
50311980,340706410,Beacon Hill,North Beacon Hill,47.58778,-122.3149,Entire home/apt,114,1,125,5.76,344,75,epicurean remodel central locat,male,52
50808131,152734194,Central Area,Atlantic,47.60149,-122.31455,Entire home/apt,71,1,117,5.63,211,64,cute seattl studio,female,9
50827791,330727055,Other neighborhoods,North Beach/Blue Ridge,47.6998,-122.39292,Entire home/apt,359,2,43,2.28,60,27,histor 6 bedroom baysid homeith privat beach,female,1
50829153,106972,Queen Anne,East Queen Anne,47.62981,-122.34366,Entire home/apt,536,3,7,0.38,140,5,entir home near space needl lower apart,male,3
50853790,411134669,Other neighborhoods,Phinney Ridge,47.68176,-122.34694,Entire home/apt,129,3,44,2.2,235,15,cozi 1bedroom green lake area,female,4
50868765,180543579,Capitol Hill,Broadway,47.62594,-122.32527,Entire home/apt,103,1,122,5.87,343,64,stay cap hill step broadwaywith park,female,6
50873556,124060715,Other neighborhoods,Fremont,47.65765,-122.34978,Entire home/apt,150,2,45,2.44,337,26,modern seattl townhom rooftop deck,male,1
50874348,4942505,West Seattle,Alki,47.57587,-122.40959,Private room,200,30,14,0.7,351,0,alki yellow beach bungalow,female,5
50889149,543186,Other neighborhoods,Fremont,47.65866773009292,-122.34903041550308,Private room,65,1,37,5.12,42,37,cozi guest bedroom privat bathroom fremont,male,1
50893165,28452678,Central Area,Minor,47.6095,-122.30657,Entire home/apt,142,2,21,1.25,56,7,garden retreat central district seattl,female,5
50894767,26728349,Rainier Valley,Brighton,47.54364,-122.27186,Entire home/apt,148,2,54,2.6,0,29,sunni guest suit charm 1923 craftsman,female,1
50895007,13100444,Central Area,Leschi,47.59925,-122.28882,Entire home/apt,600,30,3,0.16,0,1,luxuri 4000 sqft hous amaz view locat,male,1
50900084,409726550,Lake City,Victory Heights,47.71655,-122.30987,Entire home/apt,156,3,53,2.72,320,25,new 3 ensuit hotellik modern townhous,male,2
50901034,264641633,West Seattle,Alki,47.58727,-122.39622,Entire home/apt,289,30,5,0.27,155,0,beach homepanoramicat view,female,7
50901474,397723391,Ballard,West Woodland,47.66482,-122.36353,Entire home/apt,232,1,95,4.96,117,60,seattl hous prime locat park,male,1
50920534,411777355,Other neighborhoods,Greenwood,47.69488,-122.36059,Entire home/apt,80,1,34,1.84,84,24,simpleellkept conveni greenwood suit,male,1
50922973,40152005,Ballard,West Woodland,47.66765,-122.36385,Entire home/apt,65,1,10,0.5,0,9,comfi onebedroom full kitchen gym yard,male,1
50936326,180543579,Capitol Hill,Broadway,47.62562,-122.32547,Entire home/apt,106,1,99,4.79,246,62,stay cap hill step away broadway st,female,6
50941340,44949379,Rainier Valley,Dunlap,47.52979,-122.2791,Entire home/apt,91,1,73,3.63,0,44,1 bd apartmentith full kitchen near light rail,male,1
50953498,3422198,Capitol Hill,Broadway,47.62706,-122.3244,Entire home/apt,257,4,13,0.66,7,9,classic caphil craftsmanquiet streetsoak tub,male,2
50955257,64704179,Seward Park,Seward Park,47.55092,-122.26767,Entire home/apt,85,2,26,2.07,86,24,cosi suit seward park neighborhood,female,1
50981471,6066391,Central Area,Leschi,47.59183,-122.29491,Entire home/apt,300,1,22,1.12,195,15,relax getaway near dt hammock bocc ball,male,1
50991421,412463063,Capitol Hill,Broadway,47.626545,-122.317802,Entire home/apt,166,1,74,3.64,0,35,sanssouci view urban oasi,female,1
50992310,28420265,Capitol Hill,Broadway,47.62332,-122.32471,Entire home/apt,298,2,86,4.31,355,53,vibrant cap hill loftith space needl view,female,32
50993665,243989608,Rainier Valley,Brighton,47.5451,-122.28031,Entire home/apt,70,3,36,2.55,167,32,privat quiet commun garden overlook,male,1
50993700,541036,Capitol Hill,Montlake,47.64007,-122.30827,Private room,127,1,71,3.53,136,42,retreat privat master suit,female,4
50994006,111812937,Capitol Hill,Broadway,47.61304,-122.33008,Entire home/apt,213,3,19,1.08,346,8,citi 1brashington state convcent 12thfloor,male,21
50995187,124471331,Other neighborhoods,Georgetown,47.54038,-122.32259,Entire home/apt,171,3,53,2.68,94,27,rooftop skylin view minimalist townhom,male,2
51000217,129774306,Delridge,Riverview,47.55065,-122.35925,Entire home/apt,128,2,51,2.53,255,32,modern cozi home away home,female,1
50676959,31558020,Ballard,West Woodland,47.66975,-122.36695,Entire home/apt,125,2,44,3.62,104,44,charm privat 2 bed unit ballard,male,1
50684182,8190637,Other neighborhoods,Georgetown,47.54088,-122.32361,Entire home/apt,178,1,79,3.79,345,33,cheer modern home near downtown,male,1
50703198,409726550,Lake City,Victory Heights,47.71734,-122.31069,Entire home/apt,186,3,73,3.64,309,42,new 3bedroom barrierfre modern detach hous,male,2
50706421,13930301,Queen Anne,East Queen Anne,47.64097,-122.35374,Entire home/apt,120,2,53,2.53,91,32,tree view cottag,male,2
50708463,314324381,Downtown,Central Business District,47.61016,-122.33786,Entire home/apt,136,7,11,0.57,350,7,pike place mrkt 100walkscor gym pool sophari,male,26
50708632,15944284,University District,University District,47.66706,-122.30882,Private room,112,30,23,1.11,0,12,privat room univers district craftsman,male,2
50709546,3313235,Beacon Hill,North Beacon Hill,47.58518,-122.31723,Entire home/apt,103,6,17,0.82,14,8,bright cozi book nook studio beacon hill,male,2
50709823,79576430,Rainier Valley,Brighton,47.53804,-122.28063,Private room,56,1,66,3.94,1,54,new home1 minalk light rail priv bath room,male,2
50733896,110075313,West Seattle,Gatewood,47.54481,-122.38286,Entire home/apt,135,1,45,2.54,34,29,cheer 2 bdrm sweet neighborhood,female,1
50734053,48674965,West Seattle,Fairmount Park,47.54926,-122.38507,Entire home/apt,75,1,73,3.84,281,51,privat studio apart inest seattl,female,2
50734467,60704884,West Seattle,Seaview,47.55481,-122.38938,Entire home/apt,100,30,17,0.82,283,1,ador first floorith privat patio,male,2
50760321,379462222,Other neighborhoods,Broadview,47.73224,-122.35591,Private room,37,1,65,3.19,59,34,beauti home love neighborhood,female,1
50777831,410376039,Ballard,Adams,47.67252,-122.38206,Entire home/apt,190,3,49,2.55,219,28,walkabl heart ballard 2br2ba townhom,male,1
50791211,13930301,Queen Anne,North Queen Anne,47.643,-122.35367,Entire home/apt,130,2,35,1.67,94,20,urban forest den,male,2
50791874,88779324,West Seattle,Arbor Heights,47.5144,-122.39036,Entire home/apt,113,2,32,1.74,72,26,blake isl view 1b patio apt inest seattl,female,1
50793230,5941255,Seward Park,Seward Park,47.56796,-122.27421,Entire home/apt,495,30,28,1.38,172,14,hous lake,female,1
50794889,152734194,Central Area,Atlantic,47.60092,-122.31267,Entire home/apt,65,1,116,5.58,181,72,seattl studio room,female,9
50796252,340706410,Downtown,First Hill,47.61181,-122.32878,Entire home/apt,80,3,81,3.87,311,47,studio heart seattl fastifi ac,male,52
50798501,410570167,Queen Anne,East Queen Anne,47.62939,-122.34872,Entire home/apt,154,1,92,5.05,266,65,2 br2ba view queen ann emerald cottag,male,2
50799736,152734194,Central Area,Minor,47.60286,-122.31399,Entire home/apt,67,1,106,5.09,199,74,studio sleep seattl,female,9
50808120,152734194,Central Area,Atlantic,47.60064,-122.31375,Entire home/apt,80,1,98,5.52,228,72,studio sleep seattl view,female,9
51323246,189578858,Delridge,North Delridge,47.56163,-122.35958,Entire home/apt,118,3,61,3.13,126,32,3 master bedroom contemporari 3 stori hous,female,1
51327984,28420265,Central Area,Minor,47.61234,-122.3048,Entire home/apt,254,2,65,3.26,336,41,lightfil modern farmhous near cap hillyard,female,32
51017332,27756359,Magnolia,Southeast Magnolia,47.6427,-122.39164,Entire home/apt,143,2,43,2.14,113,23,magnolia privat unitith kitchen outdoor space,female,1
51022375,386420269,Downtown,Belltown,47.61504,-122.34913,Entire home/apt,135,2,90,4.38,213,47,chic condo heart seattl,female,21
51023553,68582895,West Seattle,Gatewood,47.54169,-122.38323,Entire home/apt,117,1,201,10.0,226,115,charm guest suit inest seattl,female,1
51043058,412971138,Queen Anne,Lower Queen Anne,47.62766,-122.35498,Entire home/apt,170,1,51,2.57,298,36,beauti 2 bedroom apart queen ann,male,1
51049193,73849177,Capitol Hill,Broadway,47.62993,-122.32375,Entire home/apt,122,2,161,7.84,45,88,privat entri cozi suiteith jacuzzi cap hill,male,1
51050888,158764973,Other neighborhoods,Wallingford,47.65361,-122.32978,Private room,55,1,91,4.47,32,59,room b bedroomith backyard access,male,3
51061821,121354307,Downtown,Belltown,47.617592,-122.346321,Entire home/apt,161,2,136,6.82,20,85,belltown gem 1 bedroom condo seattl,female,1
51064289,377129678,Ballard,West Woodland,47.675594,-122.364288,Entire home/apt,188,2,27,1.35,331,16,restor cottag ballardith deckalk,female,11
51329351,415709037,Magnolia,Lawton Park,47.65998,-122.40072,Private room,98,2,41,2.06,89,19,stylish privat room near discoveri park,male,1
51347012,27568875,Beacon Hill,North Beacon Hill,47.58927,-122.31827,Entire home/apt,71,1,57,3.02,98,39,incred 1 bedroom guest suit,male,1
51348162,18494044,Other neighborhoods,Bryant,47.67425,-122.28425,Entire home/apt,184,2,53,2.98,249,27,cheer 2 bedroom cottag heart bryant,female,1
51348685,3685541,West Seattle,Fauntleroy,47.52098,-122.38498,Entire home/apt,208,5,12,0.64,0,8,midcenturi home puget sound view,female,1
51349042,264641633,West Seattle,Fairmount Park,47.54650116,-122.38400269,Entire home/apt,168,3,8,0.41,86,7,modern townhom rooftop deck privat offic,female,7
51069408,30718066,Other neighborhoods,Phinney Ridge,47.67677,-122.35552,Entire home/apt,238,2,38,2.01,214,26,modern phinney ridg rowhouseith rooftop deck,male,1
51073448,76261171,Downtown,Belltown,47.614937,-122.34761,Entire home/apt,119,1,114,5.74,23,82,hous,male,1
51093406,334366140,Downtown,Central Business District,47.60653,-122.3409,Entire home/apt,166,1,71,6.47,252,71,1 bedroom 1 bathith patio roof top,male,2
51107857,122723469,Other neighborhoods,Fremont,47.65952,-122.34785,Entire home/apt,280,30,10,0.5,0,0,beauti penthous studio amaz view,male,1
51113563,34118872,Northgate,North College Park,47.70406,-122.33958,Private room,50,30,3,0.15,0,0,peac bedroom north seattl,male,2
51119515,28452678,Central Area,Minor,47.60935,-122.30599,Entire home/apt,104,30,28,1.58,52,15,garden cottagealk cap hill step taco,female,5
51124894,49131984,Beacon Hill,Mid-Beacon Hill,47.56769,-122.31471,Entire home/apt,160,2,32,4.75,103,32,casa maya dogfriendli cute patio 35 mi dt,female,1
51125043,8009691,Central Area,Harrison/Denny-Blaine,47.62627,-122.29029,Entire home/apt,181,1,33,1.62,326,17,madison park romant privat garden dinner grill 1br 1ba,female,15
51127375,289549340,Central Area,Madrona,47.61065,-122.28941,Entire home/apt,685,3,11,0.6,38,5,downtown oasi 4 bd new hometub rooftop deck,male,1
51141393,104127033,Beacon Hill,North Beacon Hill,47.58369,-122.31664,Entire home/apt,71,2,81,4.69,156,65,privat guestsuit near train stadium downtown,male,2
51352838,4299635,Magnolia,Lawton Park,47.65481,-122.39345,Entire home/apt,101,2,23,4.48,32,23,welcom hut,male,1
51363244,101954506,Other neighborhoods,Bitter Lake,47.71119,-122.35323,Entire home/apt,91,2,31,1.61,198,25,delux privat guesthous north seattl,male,1
51386837,13506640,Lake City,Matthews Beach,47.69912,-122.28376,Entire home/apt,445,7,0,0.0,0,0,spaciou famili home beauti neighborhood,male,1
51388695,95178017,Other neighborhoods,Greenwood,47.70465,-122.35491,Entire home/apt,65,1,68,3.43,17,42,cool spaciou suit tuck away n greenwood,male,1
51392565,29666316,Central Area,Atlantic,47.60094,-122.30489,Entire home/apt,120,2,109,5.76,241,77,good vibe apart central seattlecozywfh,male,10
51402143,85120723,Beacon Hill,North Beacon Hill,47.581558,-122.307182,Entire home/apt,150,2,37,1.91,68,30,entir guest suite1 bedroom apart,female,1
51427228,280697623,West Seattle,Alki,47.573963,-122.407745,Entire home/apt,136,3,70,3.57,66,38,sound view retreat alki beach,female,2
51435340,79736315,West Seattle,Gatewood,47.53809,-122.39355,Entire home/apt,104,1,98,5.1,237,59,tranquil king bed suit near ocean,male,2
51155777,25061321,Delridge,North Delridge,47.56783,-122.35997,Entire home/apt,108,2,111,5.5,232,71,pigeon hill modern townhom,male,5
51175064,31664755,Queen Anne,West Queen Anne,47.63201954675774,-122.3687135692946,Entire home/apt,575,2,7,0.36,179,4,uniqu love queen ann close downtown,female,1
51435839,416581683,Other neighborhoods,Bitter Lake,47.7222958048732,-122.35023332877432,Entire home/apt,600,1,0,0.0,357,0,cute homeith air condition,female,2
51435840,416581683,Northgate,Haller Lake,47.72253,-122.33627,Entire home/apt,148,1,25,2.9,339,25,privat lakeshor homeith air condition,female,2
49655943,82555495,Capitol Hill,Stevens,47.61916,-122.30986,Entire home/apt,93,1,150,6.56,348,76,seventeenth ave capitol hill1brith park,male,2
51449263,6171114,Ballard,West Woodland,47.67561,-122.36947,Entire home/apt,88,3,87,4.55,114,45,cute ballard home quiet street,male,1
51176110,16258444,Other neighborhoods,Wallingford,47.66807,-122.32293,Entire home/apt,221,2,22,1.1,136,9,contemporari 2 bedroom apart seattl,male,1
49669221,182268086,Other neighborhoods,Fremont,47.66312,-122.35065,Entire home/apt,196,2,34,1.52,69,21,hot tub oasi heart seattl,female,4
51199516,161841146,Capitol Hill,Montlake,47.64286,-122.31628,Entire home/apt,219,2,70,3.56,75,40,uniqu remodel view citi heart treehousepark,male,1
51212106,121688409,Other neighborhoods,Ravenna,47.67586,-122.29246,Entire home/apt,125,2,26,1.43,331,21,bright beauti apt 6 mi dtwn seattl,male,35
51215928,410010562,Other neighborhoods,Ravenna,47.66233,-122.29386,Entire home/apt,195,30,5,0.25,294,0,uw new high speed internet queenbedakitch balco,male,6
51229468,340706410,Beacon Hill,North Beacon Hill,47.58787,-122.31243,Entire home/apt,117,1,137,6.83,282,81,beacon hill retro central locat,male,52
51229803,5308727,Queen Anne,North Queen Anne,47.64617,-122.37337,Entire home/apt,87,2,37,1.86,135,22,tranquil 1 bed queen ann oasi min everyth,male,1
51229962,98913111,Downtown,Belltown,47.6182,-122.34703,Entire home/apt,128,2,59,2.99,15,41,top floor 1bedroom condoith ac,female,1
51263519,238425582,Beacon Hill,Mid-Beacon Hill,47.5589,-122.30933,Entire home/apt,212,2,16,0.81,173,6,color famili hous big deck 3 min i5,male,11
51454844,3539890,Central Area,Atlantic,47.59686,-122.31002,Entire home/apt,90,2,5,0.36,0,4,cheer judkin park townhous,male,2
51466617,6230976,Downtown,Yesler Terrace,47.60035,-122.31919,Entire home/apt,85,30,39,1.99,15,15,bright modern style 1bedroom condo id,female,1
51471116,58264777,Rainier Valley,Rainier Beach,47.51744,-122.2607,Entire home/apt,61,1,42,2.23,96,21,delight lower suit block lakeashington,male,1
51472185,34923136,Beacon Hill,North Beacon Hill,47.57404,-122.301,Entire home/apt,91,2,52,2.72,55,34,modern beacon hill oasi,female,1
51474865,78134139,Other neighborhoods,Wallingford,47.66268,-122.34707,Entire home/apt,251,2,87,4.4,129,49,architect design scandinavianrooftop saunaview,male,9
51489333,47745000,West Seattle,Genesee,47.559898,-122.390862,Entire home/apt,240,6,24,1.25,234,18,cheer 3 bdrm kitchen lr inest seattl,female,1
51502447,3425781,Capitol Hill,Stevens,47.62154,-122.29956,Entire home/apt,207,2,13,0.76,138,12,must place capitol hill townhous,female,1
51502807,417181434,Other neighborhoods,Green Lake,47.67793,-122.32536,Entire home/apt,186,1,27,1.5,261,13,green lake 4level 2br townhom rooftop deck,male,2
51504917,20493911,Downtown,Belltown,47.6127,-122.34614,Entire home/apt,136,1,194,10.02,289,116,amaz studio heart seattl offer,male,3
51511191,4858949,Central Area,Minor,47.6071,-122.3052,Entire home/apt,200,3,15,0.92,41,11,3 br stun victorian home,male,1
51519149,255614477,University District,University District,47.66574,-122.30717,Entire home/apt,364,30,18,1.06,171,8,5 bedroom 3 bath heart uw,female,2
51539807,417530134,Capitol Hill,Montlake,47.64372,-122.30244,Entire home/apt,70,2,37,1.97,0,17,guest suit near huski stadium arboretum,female,1
51544465,271663656,Delridge,North Delridge,47.56834,-122.36203,Entire home/apt,800,2,9,0.6,151,8,delritz,female,3
51553927,251226580,Central Area,Leschi,47.60305123499128,-122.29473759380896,Entire home/apt,158,4,0,0.0,17,0,centrali locat stylish 3 br townhom,female,2
51556243,417659573,Downtown,First Hill,47.61112,-122.32905,Entire home/apt,133,1,30,1.62,277,22,2br suit downtown park convent ctr,female,1
51563443,80333752,Downtown,Belltown,47.61424,-122.34674,Entire home/apt,133,2,64,3.26,213,43,gorgeou condo heart seattl,male,27
51564394,25110157,Ballard,Adams,47.67522,-122.38631,Entire home/apt,218,2,78,4.51,192,55,design ballard 3b2b home rooftop park,female,20
51565563,10712294,Ballard,West Woodland,47.670738,-122.365829,Entire home/apt,173,2,1,0.22,0,1,ballard condoith 2ork station,male,1
51565878,396713549,Delridge,South Delridge,47.52851,-122.36312,Entire home/apt,95,1,82,4.3,362,53,tini live inest seattl near airportseattl,male,1
51566845,33360,Delridge,North Delridge,47.566612,-122.366013,Entire home/apt,131,2,22,1.38,238,14,cozi retreat forork play fenc yard pet,female,10
51576885,297257820,Downtown,Belltown,47.61662,-122.34587,Entire home/apt,45,1,125,6.67,197,81,cozi bright downtown studio,male,10
51584016,28420265,Beacon Hill,South Beacon Hill,47.5364,-122.28779,Entire home/apt,238,30,25,2.25,322,25,charm lightfil cottag near airport dt,female,32
51269534,236420562,Rainier Valley,Mount Baker,47.56521,-122.28528,Entire home/apt,128,2,27,1.35,38,13,modern 2bedroom townhomeith great rooftop deck,male,1
51270132,25110157,Central Area,Minor,47.602375,-122.313438,Entire home/apt,339,2,70,3.47,121,41,walk caphil 4b2b design home rooftop deck,female,20
51279846,85091108,Beacon Hill,Mid-Beacon Hill,47.56757,-122.31524,Entire home/apt,84,1,11,1.11,0,11,perfect 1bedroomith garden getaway,female,1
51287658,415322199,West Seattle,North Admiral,47.58194,-122.39959,Entire home/apt,206,5,28,1.41,257,16,alkiperfect locationfastifistep beach,female,2
51291884,373292653,Rainier Valley,Brighton,47.54153,-122.27166,Entire home/apt,185,3,21,1.11,139,11,workfromhomereadi townhous quiet cozi,male,1
51689814,418776029,Other neighborhoods,Bitter Lake,47.71525,-122.35447,Entire home/apt,62,1,38,2.03,146,25,charm sleek townhom suit n seattl,female,1
51696522,24336313,Other neighborhoods,North Beach/Blue Ridge,47.6908,-122.39669,Entire home/apt,108,1,61,3.42,61,48,newli renov golden garden home 1000 sf,male,1
51705845,91755483,Lake City,Olympic Hills,47.72372,-122.31112,Entire home/apt,251,2,36,1.98,132,21,olymp hill six bed havenith hot tub grill,male,3
51706747,164555420,Other neighborhoods,Green Lake,47.68324681576581,-122.32315683364868,Entire home/apt,112,2,9,1.54,148,9,cozi greenlak villag hous,male,1
51713330,404917982,Rainier Valley,Rainier Beach,47.51837,-122.27207,Private room,37,1,27,1.48,315,23,privat room quiet home close everyth,male,1
51714811,26690621,Other neighborhoods,South Park,47.52546,-122.3205,Entire home/apt,200,2,0,0.0,20,0,south park artist bungalow tree top,female,1
51717394,341021109,Rainier Valley,Dunlap,47.52262,-122.27471,Entire home/apt,85,1,30,3.14,72,30,apart that 2 block light rail,male,1
51717921,55301644,Northgate,Haller Lake,47.70739,-122.34067,Private room,45,14,1,0.06,302,0,bedroom boho townhom great locat,male,1
51718285,34118872,Northgate,North College Park,47.70221,-122.34013,Private room,50,30,3,0.16,0,0,cozi conveni bedroom north seattl,male,2
51730828,60818835,Other neighborhoods,Fremont,47.658176,-122.345985,Entire home/apt,110,30,8,0.53,238,4,great locat seattleallingford neighborhood,female,2
51731698,412922799,Queen Anne,Lower Queen Anne,47.62706,-122.34699,Entire home/apt,115,30,7,0.39,0,1,cozi seattl condo shortalk seattl center,female,1
51734710,29193395,West Seattle,Fairmount Park,47.5578,-122.38256,Entire home/apt,113,2,48,2.51,60,30,w seattlewalk 2 coffe foodfunbridg open,male,2
51745157,410506108,Central Area,Madrona,47.61087,-122.2929,Entire home/apt,122,1,55,2.91,7,45,well locat chic bright basement apart,male,1
51584844,28420265,Beacon Hill,Mid-Beacon Hill,47.5522,-122.29929,Entire home/apt,385,30,48,2.45,327,20,bright modern farmhous near dt airport6 bed,female,32
51585395,353152177,Seward Park,Seward Park,47.55187,-122.26949,Entire home/apt,236,30,20,1.03,0,11,modern privat stay heart seward park,male,2
51605941,194808915,Queen Anne,West Queen Anne,47.63055,-122.36814,Entire home/apt,135,1,66,3.49,21,44,stun view privat queen ann unit,male,1
51621701,213636683,Ballard,West Woodland,47.66594,-122.36825,Entire home/apt,182,7,4,0.31,365,3,conveni villa seattl downtown closebi,female,5
51622888,399759096,Central Area,Minor,47.60667,-122.30754,Private room,62,1,105,5.36,23,60,privat room cedar hot tub,male,4
51635210,398317720,Capitol Hill,Broadway,47.6236,-122.3206,Entire home/apt,180,1,128,6.59,63,69,modern cozi new townhom heart capitol hill,female,47
51636630,418309441,Queen Anne,East Queen Anne,47.63167,-122.35103,Entire home/apt,179,1,0,0.0,237,0,citi view luxuri 2 br home queen ann,female,1
51639015,398317720,Capitol Hill,Broadway,47.62348,-122.32019,Entire home/apt,169,1,19,1.0,66,7,modern stylish townhom heart capitol hill,female,47
51642691,121688409,Ballard,Sunset Hill,47.66942,-122.40067,Entire home/apt,228,2,28,1.5,171,18,stylish getaway canal mountain rooftop view,male,35
51642987,17896612,Other neighborhoods,Greenwood,47.68757,-122.35397,Entire home/apt,136,2,9,0.54,292,6,newli renov basement apart heart greenwood,female,1
51644072,1608733,Downtown,International District,47.599838,-122.325958,Private room,131,1,39,2.07,176,23,standard room histor panama hotel japantown,male,18
51745947,419200748,Rainier Valley,Dunlap,47.51976,-122.27301,Entire home/apt,286,1,14,0.81,262,10,best view lakeashington 5 br 35 ba home,female,1
51752858,28474071,Ballard,Whittier Heights,47.68437,-122.37673,Entire home/apt,79,2,39,2.23,165,30,ballard suit middl seattl,male,1
51754000,152734194,Central Area,Minor,47.60245,-122.31449,Entire home/apt,76,1,102,5.3,240,60,seattl downtown micro studio room,female,9
51768062,419372984,Other neighborhoods,Greenwood,47.68424,-122.34712,Entire home/apt,73,1,50,2.65,89,32,sunni studiokitchenett step green lake,female,1
51773448,263945439,Downtown,First Hill,47.612137,-122.329803,Entire home/apt,183,3,49,2.58,150,31,2 bedroom penthous downtown seattl,female,2
51774769,94202110,Northgate,Haller Lake,47.706689860629865,-122.34470987013788,Entire home/apt,115,1,15,0.83,259,6,cozi 2 bedroom townhous northgat,female,1
51782245,397179876,Ballard,West Woodland,47.66989,-122.37121,Entire home/apt,485,1,9,0.51,326,6,modern tini hous,male,1
51644297,1608733,Downtown,International District,47.599838,-122.325958,Private room,127,1,43,2.21,173,36,standard room b histor panama hotel japantown,male,18
49670559,6239614,Other neighborhoods,Bitter Lake,47.7115,-122.35357,Entire home/apt,150,2,10,0.47,0,4,spaciou sunni midcenturi home base,male,1
51782673,57809717,Other neighborhoods,Wallingford,47.67017,-122.3269,Entire home/apt,456,1,26,1.41,89,14,gorgeou craftsman excel locat,male,1
49679750,3074414,Other neighborhoods,Fremont,47.65656,-122.34549,Entire home/apt,135,30,14,0.64,162,7,great lake seattl skylin viewallingford 305,female,91
49683334,27755702,Capitol Hill,Stevens,47.62625,-122.30191,Entire home/apt,148,2,9,3.25,72,9,emerald citi escap cap hillmad park,male,1
51785689,199565129,West Seattle,Fauntleroy,47.52511596679688,-122.38783264160156,Entire home/apt,101,2,24,1.37,149,18,walk beach creeksid oasi beach,male,1
51803618,3674895,Other neighborhoods,Fremont,47.65176,-122.34951,Private room,149,1,133,7.04,126,68,heart fremont seattl,male,2
51806061,18930841,Ballard,Sunset Hill,47.6781,-122.39882,Entire home/apt,550,2,4,0.27,82,3,stun home front park ballard,female,1
52064588,121426692,Northgate,Maple Leaf,47.695053,-122.316971,Entire home/apt,133,30,3,0.31,269,3,mapl leaf 2 brpark andifi,female,3
52064963,359352438,Downtown,Belltown,47.61792160569911,-122.3450792414768,Entire home/apt,130,1,47,4.35,64,47,beauti top floor loft heart citi,male,1
52070044,262124020,Downtown,Belltown,47.614937,-122.34761,Entire home/apt,163,2,85,5.36,73,64,upscalemoderncleanwaterviewparkingsecur,male,1
52073421,4186409,Central Area,Mann,47.60926,-122.30254,Entire home/apt,162,2,33,1.84,19,21,luxuri 2br home offic fireplac park,female,1
52086672,1247007,Lake City,Matthews Beach,47.71347,-122.29004,Entire home/apt,106,7,22,1.31,243,16,privat 2 bedroom hous newli remodel,male,1
51818325,104834083,West Seattle,Seaview,47.5464892036302,-122.38731241044565,Entire home/apt,137,1,22,1.23,365,13,woodland studio deck kitchenettedog friendli,male,53
51822249,5439562,West Seattle,Gatewood,47.54263,-122.39024,Entire home/apt,92,2,132,6.86,170,71,newest seattl cute littl cottag,male,2
52088261,264641633,West Seattle,Fairmount Park,47.54650116,-122.38400269,Entire home/apt,177,3,24,1.32,206,13,casper king bedpriv offic rooftop deck,female,7
